cve_id,description,cvss_score,published_date,epss_score,days_since_published,in_cisa_kev,cisa_exploitation_deadline,has_public_poc,poc_count,min_exploit_difficulty,affected_packages_count,primary_ecosystem,has_fixed_version,attack_vector,requires_authentication,requires_user_interaction,scope_changed,in_github_advisories,github_affected_count,patch_available,otx_threat_score,malware_associated,active_exploits
CVE-2025-43446,"This issue was addressed with improved validation of symlinks. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to modify protected parts of the file system.",5.5,2025-11-04 02:15:50.353000+00:00,0.00028,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-43447,"The issue was addressed with improved memory handling. This issue is fixed in iOS 26.1 and iPadOS 26.1, watchOS 26.1, macOS Tahoe 26.1, visionOS 26.1. An app may be able to cause unexpected system termination or corrupt kernel memory.",5.5,2025-11-04 02:15:50.447000+00:00,0.00016,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-43448,"This issue was addressed with improved validation of symlinks. This issue is fixed in tvOS 26.1, watchOS 26.1, macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, iOS 18.7.2 and iPadOS 18.7.2, macOS Sequoia 15.7.2, macOS Sonoma 14.8.2, visionOS 26.1. An app may be able to break out of its sandbox.",6.3,2025-11-04 02:15:50.543000+00:00,0.00032,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,1,0,0,0,0,0,0
CVE-2025-43449,The issue was addressed with improved handling of caches. This issue is fixed in iOS 26.1 and iPadOS 26.1. A malicious app may be able to track users between installs.,7.5,2025-11-04 02:15:50.640000+00:00,0.00049,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-43450,"A logic issue was addressed with improved checks. This issue is fixed in iOS 18.7.2 and iPadOS 18.7.2, iOS 26.1 and iPadOS 26.1. An app may be able to learn information about the current camera view before being granted camera access.",7.5,2025-11-04 02:15:50.747000+00:00,0.00042,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-43452,This issue was addressed by restricting options offered on a locked device. This issue is fixed in iOS 26.1 and iPadOS 26.1. Keyboard suggestions may display sensitive information on the lock screen.,4.6,2025-11-04 02:15:50.837000+00:00,0.00023,118,0,-1,0,0,unknown,0,unknown,0,physical,0,0,0,0,0,0,0,0,0
CVE-2025-43454,"This issue was addressed through improved state management. This issue is fixed in iOS 18.7.2 and iPadOS 18.7.2, iOS 26.1 and iPadOS 26.1. A device may persistently fail to lock.",7.5,2025-11-04 02:15:50.933000+00:00,0.00047,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-43455,"A privacy issue was addressed with improved checks. This issue is fixed in iOS 26.1 and iPadOS 26.1, watchOS 26.1, macOS Tahoe 26.1, visionOS 26.1. A malicious app may be able to take a screenshot of sensitive information in embedded views.",5.5,2025-11-04 02:15:51.020000+00:00,0.00015,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43457,"A use-after-free issue was addressed with improved memory management. This issue is fixed in watchOS 26.1, macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, Safari 26.1, visionOS 26.1. Processing maliciously crafted web content may lead to an unexpected Safari crash.",6.5,2025-11-04 02:15:51.120000+00:00,0.00051,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-43458,"This issue was addressed through improved state management. This issue is fixed in tvOS 26.1, watchOS 26.1, macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, Safari 26.1, iOS 18.7.2 and iPadOS 18.7.2, visionOS 26.1. Processing maliciously crafted web content may lead to an unexpected process crash.",4.3,2025-11-04 02:15:51.213000+00:00,0.00109,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-43459,An authentication issue was addressed with improved state management. This issue is fixed in watchOS 26.1. An attacker with physical access to a locked Apple Watch may be able to view Live Voicemail.,4.6,2025-11-04 02:15:51.313000+00:00,0.00034,118,0,-1,0,0,unknown,0,unknown,0,physical,0,0,0,0,0,0,0,0,0
CVE-2025-43460,A logic issue was addressed with improved checks. This issue is fixed in iOS 26.1 and iPadOS 26.1. An attacker with physical access to a locked device may be able to view sensitive user information.,4.6,2025-11-04 02:15:51.410000+00:00,0.00023,118,0,-1,0,0,unknown,0,unknown,0,physical,0,0,0,0,0,0,0,0,0
CVE-2025-43462,"The issue was addressed with improved memory handling. This issue is fixed in tvOS 26.1, watchOS 26.1, macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, visionOS 26.1. An app may be able to cause unexpected system termination or corrupt kernel memory.",7.5,2025-11-04 02:15:51.510000+00:00,0.0007,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-43468,"A downgrade issue affecting Intel-based Mac computers was addressed with additional code-signing restrictions. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to access sensitive user data.",5.5,2025-11-04 02:15:51.610000+00:00,7e-05,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-43469,"A permissions issue was addressed with additional restrictions. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to access sensitive user data.",5.5,2025-11-04 02:15:51.710000+00:00,0.00012,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-43472,"A validation issue was addressed with improved input sanitization. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to gain root privileges.",7.8,2025-11-04 02:15:51.810000+00:00,0.00024,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-43474,"An out-of-bounds read was addressed with improved input validation. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to cause unexpected system termination or read kernel memory.",7.8,2025-11-04 02:15:51.910000+00:00,0.00016,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-43476,"A permissions issue was addressed with additional restrictions. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to break out of its sandbox.",7.8,2025-11-04 02:15:52.010000+00:00,0.00015,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43477,"A privacy issue was addressed with improved private data redaction for log entries. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to access sensitive user data.",5.5,2025-11-04 02:15:52.110000+00:00,0.00014,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43478,"A use after free issue was addressed with improved memory management. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to cause unexpected system termination.",5.5,2025-11-04 02:15:52.207000+00:00,0.00016,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-43479,"A permissions issue was addressed with additional restrictions. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to access sensitive user data.",5.5,2025-11-04 02:15:52.303000+00:00,0.00014,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43480,"The issue was addressed with improved checks. This issue is fixed in tvOS 26.1, watchOS 26.1, macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, Safari 26.1, visionOS 26.1. A malicious website may exfiltrate data cross-origin.",8.1,2025-11-04 02:15:52.400000+00:00,0.00049,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-43481,"This issue was addressed with improved checks. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1. An app may be able to break out of its sandbox.",5.2,2025-11-04 02:15:52.500000+00:00,0.00016,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,1,0,0,0,0,0,0
CVE-2025-43493,"The issue was addressed with improved checks. This issue is fixed in macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, Safari 26.1, iOS 18.7.2 and iPadOS 18.7.2, visionOS 26.1. Visiting a malicious website may lead to address bar spoofing.",4.3,2025-11-04 02:15:52.590000+00:00,0.00041,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-43495,"The issue was addressed with improved checks. This issue is fixed in iOS 18.7.2 and iPadOS 18.7.2, iOS 26.1 and iPadOS 26.1. An app may be able to monitor keystrokes without user permission.",5.4,2025-11-04 02:15:52.687000+00:00,0.00037,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-43496,"The issue was addressed by adding additional logic. This issue is fixed in watchOS 26.1, macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, iOS 18.7.2 and iPadOS 18.7.2, macOS Sequoia 15.7.2, visionOS 26.1. Remote content may be loaded even when the 'Load Remote Images' setting is turned off.",7.5,2025-11-04 02:15:52.783000+00:00,0.00052,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-43498,"An authorization issue was addressed with improved state management. This issue is fixed in macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, macOS Sequoia 15.7.2, macOS Sonoma 14.8.2, visionOS 26.1. An app may be able to access sensitive user data.",5.5,2025-11-04 02:15:52.880000+00:00,0.00016,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43499,"This issue was addressed with additional entitlement checks. This issue is fixed in iOS 18.7.2 and iPadOS 18.7.2, macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to access sensitive user data.",5.5,2025-11-04 02:15:52.980000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43500,"A privacy issue was addressed with improved handling of user preferences. This issue is fixed in iOS 26.1 and iPadOS 26.1, watchOS 26.1, macOS Tahoe 26.1, visionOS 26.1. An app may be able to access sensitive user data.",7.5,2025-11-04 02:15:53.073000+00:00,0.00048,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-43502,"A privacy issue was addressed by removing sensitive data. This issue is fixed in iOS 26.1 and iPadOS 26.1, macOS Tahoe 26.1, visionOS 26.1, Safari 26.1. An app may be able to bypass certain Privacy preferences.",7.5,2025-11-04 02:15:53.177000+00:00,0.00049,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-43503,"An inconsistent user interface issue was addressed with improved state management. This issue is fixed in watchOS 26.1, macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, Safari 26.1, iOS 18.7.2 and iPadOS 18.7.2, visionOS 26.1. Visiting a malicious website may lead to user interface spoofing.",4.3,2025-11-04 02:15:53.270000+00:00,0.00046,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-43504,A buffer overflow was addressed with improved bounds checking. This issue is fixed in Xcode 26.1. A user in a privileged network position may be able to cause a denial-of-service.,4.9,2025-11-04 02:15:53.370000+00:00,0.00072,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-43505,An out-of-bounds write issue was addressed with improved input validation. This issue is fixed in Xcode 26.1. Processing a maliciously crafted file may lead to heap corruption.,8.8,2025-11-04 02:15:53.467000+00:00,0.00071,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-43507,"A privacy issue was addressed by moving sensitive data. This issue is fixed in watchOS 26.1, macOS Tahoe 26.1, iOS 26.1 and iPadOS 26.1, iOS 18.7.2 and iPadOS 18.7.2, visionOS 26.1. An app may be able to fingerprint the user.",6.5,2025-11-04 02:15:53.560000+00:00,0.00045,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-11841,"The Greenshift – animation and page builder blocks plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Chart Data attributes in all versions up to, and including, 12.2.7 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,2025-11-04 03:15:49.467000+00:00,0.00043,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-12324,"The TablePress – Tables in WordPress made easy plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's `table` shortcode attributes in all versions up to, and including, 3.2.3 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,2025-11-04 03:15:49.667000+00:00,0.00043,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-11007,The CE21 Suite plugin for WordPress is vulnerable to unauthorized plugin settings update due to a missing capability check on the wp_ajax_nopriv_ce21_single_sign_on_save_api_settings AJAX action in versions 2.2.1 to 2.3.1. This makes it possible for unauthenticated attackers to update the plugin's API settings including a secret key used for authentication. This allows unauthenticated attackers to create new admin accounts on an affected site.,9.8,2025-11-04 04:15:36.903000+00:00,0.0027,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-11008,"The CE21 Suite plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 2.3.1 via the log file. This makes it possible for unauthenticated attackers to extract sensitive data including authentication credentials, which can be used to log in as other users as long as they have used the plugin's custom authentication feature before. This may include administrators, which makes a complete site takeover possible.",9.8,2025-11-04 04:15:37.113000+00:00,0.00201,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-12069,"The WP Global Screen Options plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 0.2. This is due to missing nonce validation on the `updatewpglobalscreenoptions` action handler. This makes it possible for unauthenticated attackers to modify global screen options for all users via a forged request granted they can trick an administrator into performing an action such as clicking on a link.",4.3,2025-11-04 04:15:37.270000+00:00,0.00018,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-12070,"The ViaAds plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 2.1.1. This is due to missing nonce validation on the `ViaAds_pluginHandler` function. This makes it possible for unauthenticated attackers to modify the plugin's API key and cookie consent settings via a forged request granted they can trick an administrator into performing an action such as clicking on a link.",4.3,2025-11-04 04:15:37.433000+00:00,0.00018,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-12401,"The Label Plugins plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 0.5. This is due to missing or incorrect nonce validation on the label_plugins_options() function. This makes it possible for unauthenticated attackers to update settings and inject malicious web scripts via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.",6.1,2025-11-04 04:15:37.593000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,1,0,0,0,0,0,0
CVE-2025-27064,Information disclosure while registering commands from clients with diag through diagHal.,6.1,2025-11-04 04:15:37.757000+00:00,0.00015,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-27070,Memory corruption while performing encryption and decryption commands.,7.8,2025-11-04 04:15:37.927000+00:00,0.0001,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-27074,Memory corruption while processing a GP command response.,8.8,2025-11-04 04:15:38.107000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,1,0,0,0,0,0,0
CVE-2025-47352,Memory corruption while processing audio streaming operations.,7.8,2025-11-04 04:15:38.270000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-47353,Memory corruption while processing request sent from GVM.,7.8,2025-11-04 04:15:38.443000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-47357,Information Disclosure when a user-level driver performs QFPROM read or write operations on Fuse regions.,8.0,2025-11-04 04:15:38.600000+00:00,0.00014,118,0,-1,0,0,unknown,0,unknown,0,local,0,0,0,0,0,0,0,0,0
CVE-2025-47360,Memory corruption while processing client message during device management.,7.8,2025-11-04 04:15:38.753000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-47361,Memory corruption when triggering a subsystem crash with an out-of-range identifier.,7.8,2025-11-04 04:15:38.917000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-47362,Information disclosure while processing message from client with invalid payload.,6.1,2025-11-04 04:15:39.077000+00:00,0.00015,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-47365,Memory corruption while processing large input data from a remote source via a communication interface.,7.8,2025-11-04 04:15:39.240000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-47367,Memory corruption while accessing a buffer during IOCTL processing.,7.8,2025-11-04 04:15:39.397000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-47368,Memory corruption when dereferencing an invalid userspace address in a user buffer during MCDM IOCTL processing.,7.8,2025-11-04 04:15:39.553000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-47370,Transient DOS when a remote device sends an invalid connection request during BT connectable LE scan.,6.5,2025-11-04 04:15:39.710000+00:00,0.00034,118,0,-1,0,0,unknown,0,unknown,0,adjacent_network,0,0,0,0,0,0,0,0,0
CVE-2025-10896,"Multiple plugins for WordPress with the Jewel Theme Recommended Plugins Library are vulnerable to Unrestricted Upload of File with Dangerous Type via arbitrary plugin installation in all versions up to, and including, 1.0.2.3. This is due to missing capability checks on the '*_recommended_upgrade_plugin' function which allows arbitrary plugin URLs to be installed. This makes it possible for authenticated attackers with subscriber-level access and above to upload arbitrary plugin packages to the affected site's server via a crafted plugin URL, which may make remote code execution possible.",8.8,2025-11-04 05:15:49.360000+00:00,0.00298,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-11704,"The Elegance Menu plugin for WordPress is vulnerable to Local File Inclusion in all versions up to, and including, 1.9 via the 'elegance-menu' attribute of the `elegance-menu` shortcode. This makes it possible for authenticated attackers, with Contributor-level access and above, to include and execute arbitrary .php files on the server, allowing the execution of any PHP code in those files. This can be used to bypass access controls, obtain sensitive data, or achieve code execution in cases where .php file types can be uploaded and included.",7.5,2025-11-04 05:15:53.957000+00:00,0.00117,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-11724,"The EM Beer Manager plugin for WordPress is vulnerable to arbitrary file upload leading to remote code execution in all versions up to, and including, 3.2.3. This is due to missing file type validation in the EMBM_Admin_Untappd_Import_image() function and missing authorization checks on the wp_ajax_embm-untappd-import action. This makes it possible for authenticated attackers, with subscriber-level access and above, to upload arbitrary files including PHP files and execute code on the server granted they can provide a mock HTTP server that responds with specific JSON data.",8.8,2025-11-04 05:15:56.887000+00:00,0.00329,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-11733,"The Footnotes Made Easy plugin for WordPress is vulnerable to Stored Cross-Site Scripting via plugin settings in all versions up to, and including, 3.0.7 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",7.2,2025-11-04 05:15:57.840000+00:00,0.00147,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,1,0,0,0,0,0,0
CVE-2025-11753,"The Bootstrap Multi-language Responsive Portfolio plugin for WordPress is vulnerable to Stored Cross-Site Scripting via admin settings in all versions up to, and including, 1.0 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",4.4,2025-11-04 05:16:02.263000+00:00,0.00032,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-11758,"The All in One Time Clock Lite plugin for WordPress is vulnerable to unauthorized access due to a missing authorization check in all versions up to, and including, 2.0.3. This is due  to the plugin exposing admin-level AJAX actions to unauthenticated users via wp_ajax_nopriv_ hooks, while relying only on a nonce check without capability checks. This makes it possible for  unauthenticated attackers to create published pages, create shift records with integrity issues, and download time reports containing PII (employee names and work schedules).",6.5,2025-11-04 05:16:02.483000+00:00,0.00095,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-11812,"The Reuse Builder plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'reuse_builder_single_post_title' shortcode in all versions up to, and including, 1.7. This is due to insufficient input sanitization and output escaping on the 'style' attribute. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,2025-11-04 05:16:03.470000+00:00,0.00043,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-11890,"The Crypto Payment Gateway with Payeer for WooCommerce plugin for WordPress is vulnerable to payment bypass in all versions up to, and including, 1.0.3. This is due to the plugin not properly verifying a payments status through server-side validation though the /wc-api/bp-payeer-gateway-callback endpoint. This makes it possible for unauthenticated attackers to update unpaid order statuses to paid resulting in a loss of revenue.",7.5,2025-11-04 05:16:04.337000+00:00,0.00094,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-12065,"The WP Carticon plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'carticon_js_script' parameter in all versions up to, and including, 1.0.0 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level access, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",4.4,2025-11-04 05:16:07.183000+00:00,0.0004,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-12156,"The Ai Auto Tool Content Writing Assistant (Gemini Writer, ChatGPT ) All in One plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the save_post_data() function in versions 2.0.7 to 2.2.6. This makes it possible for authenticated attackers, with Subscriber-level access and above, to create and publish arbitrary posts.",4.3,2025-11-04 05:16:08.120000+00:00,0.00039,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-12157,"The Simple User Capabilities plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'wp_ajax_nopriv_reset_capability' AJAX endpoint in all versions up to, and including, 1.0. This makes it possible for unauthenticated attackers to reset any user's capabilities.",5.3,2025-11-04 05:16:09.357000+00:00,0.00089,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-12158,"The Simple User Capabilities plugin for WordPress is vulnerable to Privilege Escalation due to a missing capability check on the suc_submit_capabilities() function in all versions up to, and including, 1.0. This makes it possible for unauthenticated attackers to elevate the role of any user account to administrator.",9.8,2025-11-04 05:16:10.083000+00:00,0.00139,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-12188,"The Posts Navigation Links for Sections and Headings – Free by WP Masters plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 1.0.1. This is due to missing or incorrect nonce validation on the 'wpm_navigation_links_settings' page. This makes it possible for unauthenticated attackers to update the plugin's settings via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.",4.3,2025-11-04 05:16:10.980000+00:00,0.00018,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-12350,"The DominoKit plugin for WordPress is vulnerable to unauthorized access due to a missing capability check on the wp_ajax_nopriv_dominokit_option_admin_action AJAX endpoint in all versions up to, and including, 1.1.0. This makes it possible for unauthenticated attackers to update plugin settings.",5.3,2025-11-04 05:16:11.190000+00:00,0.0012,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-12369,"The Extensions for Leaflet Map plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the `geojsonmarker` shortcode in all versions up to, and including, 4.7. This is due to insufficient input sanitization and output escaping on user-supplied attributes. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,2025-11-04 05:16:11.387000+00:00,0.00045,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-12371,"The Nari Accountant plugin for WordPress is vulnerable to Stored Cross-Site Scripting via account settings in all versions up to, and including, 1.0.12 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with editor-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",4.4,2025-11-04 05:16:11.590000+00:00,0.00033,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-12389,"The Import Export For WooCommerce plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the update_setting() function in all versions up to, and including, 1.6.2. This makes it possible for authenticated attackers, with Subscriber-level access and above, to update the plugin's record setting.",4.3,2025-11-04 05:16:11.770000+00:00,0.00039,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-12393,"The Free Quotation plugin for WordPress is vulnerable to Stored Cross-Site Scripting via admin settings in all versions up to, and including, 3.1.6 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",4.4,2025-11-04 05:16:11.973000+00:00,0.00033,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-12396,"The clubmember plugin for WordPress is vulnerable to Stored Cross-Site Scripting via admin settings in all versions up to, and including, 0.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",4.4,2025-11-04 05:16:12.163000+00:00,0.00033,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-12400,"The LMB^Box Smileys plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 3.2. This is due to missing or incorrect nonce validation on the manage_page() function. This makes it possible for unauthenticated attackers to update settings and inject malicious web scripts via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.",6.1,2025-11-04 05:16:12.360000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,1,0,0,0,0,0,0
